material_id,formula,src_elem,dst_elem,hetero,distance,gate_layer1,gate_layer2,gate_layer3,gate_final_layer,gate_mean_all_layers
mp-1219385,Sm14Au51,Au,Au,False,3.0616131133320494,0.3983515,0.38859093,0.34892493,0.34892493,0.37862244
mp-1219385,Sm14Au51,Au,Au,False,3.06999417091878,0.39828098,0.3918866,0.3601815,0.3601815,0.3834497
mp-1219385,Sm14Au51,Au,Sm,True,3.14092130788397,0.4404922,0.4013587,0.408884,0.408884,0.4169116
mp-1219385,Sm14Au51,Au,Sm,True,3.283295773491896,0.4436482,0.40928108,0.4219966,0.4219966,0.42497528
mp-1219385,Sm14Au51,Au,Sm,True,3.312470472645568,0.44423822,0.4094312,0.41672528,0.41672528,0.4234649
mp-1219385,Sm14Au51,Au,Au,False,2.7632308745832,0.41023675,0.399973,0.3550392,0.3550392,0.38841632
mp-1219385,Sm14Au51,Au,Au,False,2.8151728549798762,0.40867874,0.4032726,0.35933256,0.35933256,0.39042798
mp-1219385,Sm14Au51,Au,Au,False,2.8841582288270198,0.4052328,0.40133947,0.3549324,0.3549324,0.3871682
mp-1219385,Sm14Au51,Au,Au,False,2.896959227417019,0.40450886,0.3927765,0.3530299,0.3530299,0.38343844
mp-1219385,Sm14Au51,Au,Au,False,2.977401729494732,0.4004196,0.38780087,0.35001275,0.35001275,0.37941107
mp-1219385,Sm14Au51,Au,Au,False,3.023927155143805,0.39895183,0.3917183,0.36082,0.36082,0.38383007
mp-1219385,Sm14Au51,Au,Sm,True,3.039737992191554,0.43903375,0.38923785,0.4084469,0.4084469,0.41223952
mp-1219385,Sm14Au51,Au,Au,False,3.061744874985955,0.3983502,0.38859028,0.34992298,0.34992298,0.3789545
mp-1219385,Sm14Au51,Au,Au,False,3.07004388477375,0.39828062,0.3918862,0.3608944,0.3608944,0.3836871
mp-1219385,Sm14Au51,Au,Sm,True,3.1408997695302734,0.4404917,0.40135774,0.40870208,0.40870208,0.41685048
mp-1219385,Sm14Au51,Au,Sm,True,3.2833769318308037,0.44364983,0.4092788,0.42167908,0.42167908,0.4248692
mp-1219385,Sm14Au51,Au,Sm,True,3.3124528205450243,0.4442379,0.39726126,0.41351342,0.41351342,0.4183375
mp-1219385,Sm14Au51,Au,Au,False,2.763275204024346,0.41023588,0.39997366,0.35381588,0.35381588,0.38800848
mp-1219385,Sm14Au51,Au,Au,False,2.815149734215473,0.40867966,0.40327263,0.35816455,0.35816455,0.39003897
mp-1219385,Sm14Au51,Au,Au,False,2.8841101307510897,0.40523553,0.4013419,0.35450897,0.35450897,0.3870288
mp-1219385,Sm14Au51,Au,Au,False,2.896920533885829,0.40451106,0.39277855,0.35197347,0.35197347,0.38308772
mp-1219385,Sm14Au51,Au,Au,False,2.977452185476599,0.40041754,0.38779977,0.3490302,0.3490302,0.37908253
mp-1219385,Sm14Au51,Au,Au,False,3.0241288726516626,0.3989473,0.39171875,0.36005583,0.36005583,0.38357398
mp-1219385,Sm14Au51,Au,Sm,True,3.0397390379756413,0.4390338,0.403516,0.40864146,0.40864146,0.41706374
mp-1219385,Sm14Au51,Au,Au,False,3.0615863984415737,0.39835173,0.38858977,0.34861913,0.34861913,0.37852022
mp-1219385,Sm14Au51,Au,Au,False,3.069980961905206,0.39828107,0.39188558,0.36053586,0.36053586,0.38356748
mp-1219385,Sm14Au51,Au,Sm,True,3.1408664637745414,0.44049096,0.40135753,0.4088845,0.4088845,0.416911
mp-1219385,Sm14Au51,Au,Sm,True,3.283256733478797,0.44364738,0.40928024,0.4220205,0.4220205,0.4249827
mp-1219385,Sm14Au51,Au,Sm,True,3.312465898253588,0.44423816,0.4094308,0.4165444,0.4165444,0.42340446
mp-1219385,Sm14Au51,Au,Au,False,2.8173116430867067,0.40859205,0.40612635,0.36093098,0.36093098,0.39188313
mp-1219385,Sm14Au51,Au,Au,False,2.8880641757845105,0.4050125,0.39680147,0.35387385,0.35387385,0.38522926
mp-1219385,Sm14Au51,Au,Au,False,2.888079141028606,0.40501165,0.39680034,0.3540341,0.3540341,0.38528204
mp-1219385,Sm14Au51,Au,Au,False,2.8880899054933,0.40501106,0.39554024,0.35557568,0.35557568,0.38537565
mp-1219385,Sm14Au51,Au,Au,False,2.899627089337297,0.40435773,0.40046656,0.35588092,0.35588092,0.38690174
mp-1219385,Sm14Au51,Au,Au,False,2.8996682570805015,0.40435535,0.40046626,0.35549286,0.35549286,0.38677147
mp-1219385,Sm14Au51,Au,Au,False,2.8997201044332415,0.40435246,0.4004654,0.35556576,0.35556576,0.38679454
mp-1219385,Sm14Au51,Au,Sm,True,3.059538444152516,0.4391262,0.4153197,0.42237568,0.42237568,0.4256072
mp-1219385,Sm14Au51,Au,Sm,True,3.059570177027279,0.43912643,0.4153179,0.42221835,0.42221835,0.42555425
mp-1219385,Sm14Au51,Au,Sm,True,3.059599551188685,0.43912667,0.41531754,0.42228252,0.42228252,0.42557558
mp-1219385,Sm14Au51,Au,Au,False,3.572654825214999,0.4077058,0.39387608,0.36294302,0.36294302,0.38817498
mp-1219385,Sm14Au51,Au,Sm,True,4.2081937045264715,0.45153522,0.4163679,0.42478985,0.42478985,0.43089762
mp-1219385,Sm14Au51,Au,Au,False,2.8139846856719264,0.4087262,0.40342194,0.36219573,0.36219573,0.39144793
mp-1219385,Sm14Au51,Au,Au,False,2.8865724676742346,0.40509677,0.39918983,0.3565004,0.3565004,0.386929
mp-1219385,Sm14Au51,Au,Au,False,2.8866308854214355,0.40509346,0.3991893,0.35659018,0.35659018,0.38695765
mp-1219385,Sm14Au51,Au,Au,False,2.8866356230851795,0.4050932,0.3991894,0.35694665,0.35694665,0.3870764
mp-1219385,Sm14Au51,Au,Au,False,2.9119108538060012,0.4036653,0.3953658,0.3537767,0.3537767,0.38426927
mp-1219385,Sm14Au51,Au,Au,False,2.9119907060603816,0.40366086,0.39662877,0.35236615,0.35236615,0.3842186
mp-1219385,Sm14Au51,Au,Au,False,2.912026440959671,0.4036588,0.39662886,0.3524589,0.3524589,0.38424885
mp-1219385,Sm14Au51,Au,Sm,True,3.0408038049124886,0.43903553,0.4154436,0.42093718,0.42093718,0.4251388
mp-1219385,Sm14Au51,Au,Sm,True,3.0408211643425065,0.43903556,0.41544643,0.42095548,0.42095548,0.42514583
mp-1219385,Sm14Au51,Au,Sm,True,3.0408785095010953,0.43903568,0.41544688,0.42093372,0.42093372,0.42513874
mp-1219385,Sm14Au51,Au,Au,False,3.5793087409595334,0.40794235,0.39319563,0.3631509,0.3631509,0.3880963
mp-1219385,Sm14Au51,Au,Sm,True,4.316971681453583,0.45706734,0.4128353,0.42003757,0.42003757,0.42998004
mp-1219385,Sm14Au51,Au,Au,False,2.813984685671927,0.4087262,0.40342194,0.3608495,0.3608495,0.3909992
mp-1219385,Sm14Au51,Au,Au,False,2.8865724676742346,0.40509677,0.40338758,0.35487124,0.35487124,0.3877852
mp-1219385,Sm14Au51,Au,Au,False,2.886630885421436,0.40509346,0.40338576,0.3555231,0.3555231,0.38800076
mp-1219385,Sm14Au51,Au,Au,False,2.8866356230851804,0.4050932,0.40338582,0.3554998,0.3554998,0.38799295
mp-1219385,Sm14Au51,Au,Au,False,2.9119108538060012,0.4036653,0.39662927,0.3523255,0.3523255,0.38420668
mp-1219385,Sm14Au51,Au,Au,False,2.9119907060603816,0.40366086,0.39662877,0.35301003,0.35301003,0.38443324
mp-1219385,Sm14Au51,Au,Au,False,2.912026440959671,0.4036588,0.39662886,0.35261822,0.35261822,0.384302
mp-1219385,Sm14Au51,Au,Sm,True,3.0408038049124886,0.43903553,0.4154436,0.41918278,0.41918278,0.42455396
mp-1219385,Sm14Au51,Au,Sm,True,3.0408211643425065,0.43903556,0.41544643,0.41920042,0.41920042,0.4245608
mp-1219385,Sm14Au51,Au,Sm,True,3.0408785095010953,0.43903568,0.41544688,0.4191789,0.4191789,0.42455378
mp-1219385,Sm14Au51,Au,Au,False,3.5793087409595334,0.40794235,0.39319563,0.3602391,0.3602391,0.3871257
mp-1219385,Sm14Au51,Au,Sm,True,4.316971681453583,0.45706734,0.4128353,0.41818315,0.41818315,0.4293619
mp-1219385,Sm14Au51,Au,Au,False,2.817311643086707,0.40859205,0.40612635,0.36100227,0.36100227,0.3919069
mp-1219385,Sm14Au51,Au,Au,False,2.8880641757845105,0.4050125,0.39680147,0.35475028,0.35475028,0.3855214
mp-1219385,Sm14Au51,Au,Au,False,2.888079141028606,0.40501165,0.39680034,0.35448748,0.35448748,0.38543317
mp-1219385,Sm14Au51,Au,Au,False,2.8880899054933,0.40501106,0.39679986,0.3542151,0.3542151,0.385342
mp-1219385,Sm14Au51,Au,Au,False,2.899627089337297,0.40435773,0.40046656,0.3563729,0.3563729,0.38706574
mp-1219385,Sm14Au51,Au,Au,False,2.8996682570805015,0.40435535,0.40046626,0.35637295,0.35637295,0.38706484
mp-1219385,Sm14Au51,Au,Au,False,2.899720104433242,0.40435246,0.40046543,0.3564505,0.3564505,0.3870895
mp-1219385,Sm14Au51,Au,Sm,True,3.0595384441525155,0.4391262,0.4153197,0.42247558,0.42247558,0.4256405
mp-1219385,Sm14Au51,Au,Sm,True,3.059570177027279,0.43912643,0.4153179,0.42231277,0.42231277,0.42558572
mp-1219385,Sm14Au51,Au,Sm,True,3.059599551188685,0.43912667,0.41531754,0.42237973,0.42237973,0.425608
mp-1219385,Sm14Au51,Au,Au,False,3.572654825214999,0.4077058,0.39387608,0.3626245,0.3626245,0.3880688
mp-1219385,Sm14Au51,Au,Sm,True,4.2081937045264715,0.45153522,0.4163679,0.42495048,0.42495048,0.4309512
mp-1219385,Sm14Au51,Au,Au,False,2.7198977211409363,0.410724,0.41500497,0.35836142,0.35836142,0.3946968
mp-1219385,Sm14Au51,Au,Au,False,2.726419868849585,0.41069403,0.41498148,0.35802847,0.35802847,0.39456797
mp-1219385,Sm14Au51,Au,Au,False,2.8163210696074796,0.4086324,0.40667933,0.3637697,0.3637697,0.39302716
mp-1219385,Sm14Au51,Au,Au,False,2.8163210696074796,0.4086324,0.40667933,0.36310795,0.36310795,0.39280656
mp-1219385,Sm14Au51,Au,Au,False,2.8941457547913156,0.40466833,0.40723094,0.36863777,0.36863777,0.39351237
mp-1219385,Sm14Au51,Au,Au,False,2.894145754791316,0.40466833,0.40723094,0.36863777,0.36863777,0.39351237
mp-1219385,Sm14Au51,Au,Au,False,2.8968823672975312,0.40451324,0.41076505,0.3637383,0.3637383,0.39300552
mp-1219385,Sm14Au51,Au,Au,False,2.8968823672975312,0.40451324,0.41076505,0.36302623,0.36302623,0.39276817
mp-1219385,Sm14Au51,Au,Sm,True,3.1880765924610484,0.44159526,0.43054393,0.4149616,0.4149616,0.4290336
mp-1219385,Sm14Au51,Au,Sm,True,3.2518650950591446,0.44300812,0.42705455,0.41256225,0.41256225,0.42754164
mp-1219385,Sm14Au51,Au,Sm,True,3.2518650950591446,0.44300812,0.42705458,0.41256225,0.41256225,0.42754164
mp-1219385,Sm14Au51,Au,Sm,True,3.2597460105073273,0.44317096,0.4306992,0.4146878,0.4146878,0.42951933
mp-1219385,Sm14Au51,Au,Au,False,2.7198196724357073,0.4107243,0.4150046,0.35836142,0.35836142,0.3946968
mp-1219385,Sm14Au51,Au,Au,False,2.72640560038552,0.41069412,0.4149778,0.3583825,0.3583825,0.3946848
mp-1219385,Sm14Au51,Au,Au,False,2.8163165812235484,0.40863258,0.40667695,0.36333844,0.36333844,0.39288267
mp-1219385,Sm14Au51,Au,Au,False,2.816316581223549,0.40863258,0.40667695,0.36428097,0.36428097,0.39319682
mp-1219385,Sm14Au51,Au,Au,False,2.8941358279973084,0.40466887,0.40722862,0.36869323,0.36869323,0.39353025
mp-1219385,Sm14Au51,Au,Au,False,2.8941358279973084,0.40466887,0.40722865,0.36869323,0.36869323,0.39353025
mp-1219385,Sm14Au51,Au,Au,False,2.896959227417019,0.40450886,0.410761,0.364377,0.364377,0.39321563
mp-1219385,Sm14Au51,Au,Au,False,2.896959227417019,0.40450886,0.410761,0.3640008,0.3640008,0.39309022
mp-1219385,Sm14Au51,Au,Sm,True,3.187997417629953,0.4415934,0.43053716,0.4149633,0.4149633,0.42903128
mp-1219385,Sm14Au51,Au,Sm,True,3.2520177362455995,0.44301134,0.42705435,0.41256213,0.41256213,0.4275426
mp-1219385,Sm14Au51,Au,Sm,True,3.2520177362455995,0.44301134,0.42705435,0.41256213,0.41256213,0.4275426
mp-1219385,Sm14Au51,Au,Sm,True,3.2596814720225664,0.44316962,0.4306935,0.4145814,0.4145814,0.4294815
mp-1219385,Sm14Au51,Au,Au,False,2.7198410760874636,0.41072422,0.41500545,0.35795444,0.35795444,0.39456138
mp-1219385,Sm14Au51,Au,Au,False,2.7264662641833914,0.4106938,0.41497868,0.35832703,0.35832703,0.39466652
mp-1219385,Sm14Au51,Au,Au,False,2.8163511080267516,0.40863118,0.40667832,0.36358762,0.36358762,0.3929657
mp-1219385,Sm14Au51,Au,Au,False,2.8163511080267516,0.40863118,0.40801644,0.36381942,0.36381942,0.39348903
mp-1219385,Sm14Au51,Au,Au,False,2.8941291848219,0.40466923,0.40722948,0.36814943,0.36814943,0.39334938
mp-1219385,Sm14Au51,Au,Au,False,2.8941291848219,0.40466923,0.40722948,0.36770523,0.36770523,0.39320132
mp-1219385,Sm14Au51,Au,Au,False,2.8969205338858286,0.40451106,0.4107626,0.36294937,0.36294937,0.392741
mp-1219385,Sm14Au51,Au,Au,False,2.896920533885829,0.40451106,0.4107626,0.36368218,0.36368218,0.39298525
mp-1219385,Sm14Au51,Au,Sm,True,3.188166178756507,0.44159734,0.430544,0.4149642,0.4149642,0.4290352
mp-1219385,Sm14Au51,Au,Sm,True,3.251798318475534,0.44300678,0.42705238,0.4124762,0.4124762,0.42751178
mp-1219385,Sm14Au51,Au,Sm,True,3.251798318475534,0.44300678,0.42705238,0.4124762,0.4124762,0.42751178
mp-1219385,Sm14Au51,Au,Sm,True,3.259810285912956,0.44317228,0.4306957,0.41450384,0.41450384,0.42945728
mp-1219385,Sm14Au51,Au,Au,False,2.7198196724357064,0.4107243,0.40371412,0.3506323,0.3506323,0.38835692
mp-1219385,Sm14Au51,Au,Au,False,2.726466264183392,0.4106938,0.40381628,0.35020372,0.35020372,0.38823795
mp-1219385,Sm14Au51,Au,Au,False,2.795796983255662,0.4093857,0.39948347,0.34764645,0.34764645,0.3855052
mp-1219385,Sm14Au51,Au,Au,False,2.795796983255662,0.4093857,0.39948347,0.34737608,0.34737608,0.38541508
mp-1219385,Sm14Au51,Au,Au,False,2.8841101307510892,0.40523553,0.41402137,0.35789704,0.35789704,0.39238465
mp-1219385,Sm14Au51,Au,Au,False,2.8841101307510897,0.40523553,0.41402137,0.35949796,0.35949796,0.39291826
mp-1219385,Sm14Au51,Au,Au,False,2.9353812561316497,0.40238792,0.4044382,0.3572948,0.3572948,0.3880403
mp-1219385,Sm14Au51,Au,Au,False,2.9353812561316497,0.40238792,0.4044382,0.3572948,0.3572948,0.3880403
mp-1219385,Sm14Au51,Au,Sm,True,3.1119653125209505,0.4398751,0.41284695,0.41962385,0.41962385,0.4241153
mp-1219385,Sm14Au51,Au,Sm,True,3.250753668752032,0.44298503,0.41531652,0.41883022,0.41883022,0.4257106
mp-1219385,Sm14Au51,Au,Sm,True,3.3150939412818112,0.44429225,0.4099111,0.4091338,0.4091338,0.4211124
mp-1219385,Sm14Au51,Au,Sm,True,3.3150939412818112,0.44429225,0.40991104,0.40913385,0.40913385,0.4211124
mp-1219385,Sm14Au51,Au,Au,False,2.7198410760874636,0.41072422,0.4037175,0.35004318,0.35004318,0.38816163
mp-1219385,Sm14Au51,Au,Au,False,2.726419868849584,0.41069403,0.403818,0.3504951,0.3504951,0.3883357
mp-1219385,Sm14Au51,Au,Au,False,2.795758075267978,0.409387,0.39948493,0.34717804,0.34717804,0.38535
mp-1219385,Sm14Au51,Au,Au,False,2.795758075267978,0.409387,0.39722002,0.3487942,0.3487942,0.38513374
mp-1219385,Sm14Au51,Au,Au,False,2.884112030025152,0.40523538,0.41402346,0.35932946,0.35932946,0.39286277
mp-1219385,Sm14Au51,Au,Au,False,2.884112030025152,0.40523538,0.4140235,0.3577968,0.3577968,0.39235187
mp-1219385,Sm14Au51,Au,Au,False,2.9353531660599383,0.40238935,0.4044413,0.3566301,0.3566301,0.38782024
mp-1219385,Sm14Au51,Au,Au,False,2.9353531660599383,0.40238935,0.4044413,0.35578007,0.35578007,0.3875369
mp-1219385,Sm14Au51,Au,Sm,True,3.1119247116427644,0.4398743,0.41284823,0.4193488,0.4193488,0.42402378
mp-1219385,Sm14Au51,Au,Sm,True,3.2506978104428073,0.44298387,0.41531712,0.41856617,0.41856617,0.42562237
mp-1219385,Sm14Au51,Au,Sm,True,3.3152322439779245,0.44429514,0.40991306,0.40883255,0.40883255,0.4210136
mp-1219385,Sm14Au51,Au,Sm,True,3.3152322439779245,0.44429514,0.40991306,0.40883252,0.40883252,0.4210136
mp-1219385,Sm14Au51,Au,Au,False,2.7198977211409394,0.410724,0.40371463,0.35063305,0.35063305,0.38835725
mp-1219385,Sm14Au51,Au,Au,False,2.72640560038552,0.41069412,0.40381268,0.35064444,0.35064444,0.38838375
mp-1219385,Sm14Au51,Au,Au,False,2.795821847326154,0.40938488,0.39948285,0.3481325,0.3481325,0.38566673
mp-1219385,Sm14Au51,Au,Au,False,2.795821847326154,0.40938488,0.39948285,0.34743714,0.34743714,0.38543496
mp-1219385,Sm14Au51,Au,Au,False,2.8841582288270184,0.4052328,0.41401753,0.3599255,0.3599255,0.39305863
mp-1219385,Sm14Au51,Au,Au,False,2.8841582288270184,0.4052328,0.41401753,0.35910973,0.35910973,0.3927867
mp-1219385,Sm14Au51,Au,Au,False,2.9353565057529685,0.40238917,0.40443736,0.35725084,0.35725084,0.3880258
mp-1219385,Sm14Au51,Au,Au,False,2.9353565057529694,0.40238917,0.40443736,0.35725084,0.35725084,0.3880258
mp-1219385,Sm14Au51,Au,Sm,True,3.1120347318746657,0.43987644,0.41284955,0.41969606,0.41969606,0.4241407
mp-1219385,Sm14Au51,Au,Sm,True,3.2508407719268577,0.44298685,0.41531435,0.4188169,0.4188169,0.42570603
mp-1219385,Sm14Au51,Au,Sm,True,3.3150117521416838,0.44429058,0.40990967,0.4091325,0.4091325,0.4211109
mp-1219385,Sm14Au51,Au,Sm,True,3.3150117521416838,0.44429058,0.40990967,0.4091325,0.4091325,0.4211109
mp-1219385,Sm14Au51,Au,Au,False,2.7750194047667907,0.40997845,0.41315365,0.35664862,0.35664862,0.39326024
mp-1219385,Sm14Au51,Au,Au,False,2.775070137728415,0.40997723,0.4131521,0.35584047,0.35584047,0.3929899
mp-1219385,Sm14Au51,Au,Au,False,2.815140383132557,0.40868008,0.41131732,0.35806918,0.35806918,0.39268887
mp-1219385,Sm14Au51,Au,Au,False,2.815140383132557,0.40868008,0.41131732,0.35952845,0.35952845,0.39317527
mp-1219385,Sm14Au51,Au,Au,False,2.8361782849835317,0.40775943,0.3998005,0.3595354,0.3595354,0.3890318
mp-1219385,Sm14Au51,Au,Au,False,2.8361782849835317,0.40775943,0.3998005,0.36034203,0.36034203,0.38930067
mp-1219385,Sm14Au51,Au,Sm,True,2.9259903260907367,0.44093955,0.41385254,0.4107809,0.4107809,0.42185768
mp-1219385,Sm14Au51,Au,Sm,True,3.198234921696442,0.44183144,0.40764815,0.40836945,0.40836945,0.419283
mp-1219385,Sm14Au51,Au,Sm,True,3.198234921696442,0.44183144,0.40764815,0.40836945,0.40836945,0.419283
mp-1219385,Sm14Au51,Au,Sm,True,3.6365626782862557,0.45298314,0.4098636,0.4146168,0.4146168,0.4258212
mp-1219385,Sm14Au51,Au,Au,False,3.9348612361972055,0.4039318,0.384441,0.37394303,0.37394303,0.38743863
mp-1219385,Sm14Au51,Au,Au,False,3.934861236197206,0.4039318,0.384441,0.37394303,0.37394303,0.38743863
mp-1219385,Sm14Au51,Au,Au,False,2.774993911898898,0.40997908,0.41315266,0.35663778,0.35663778,0.39325652
mp-1219385,Sm14Au51,Au,Au,False,2.7750194047667907,0.40997845,0.41315144,0.3566373,0.3566373,0.3932557
mp-1219385,Sm14Au51,Au,Au,False,2.815172854979876,0.40867874,0.41131598,0.35988206,0.35988206,0.39329228
mp-1219385,Sm14Au51,Au,Au,False,2.815172854979876,0.40867874,0.41131598,0.3606569,0.3606569,0.39355052
mp-1219385,Sm14Au51,Au,Au,False,2.8362072268670113,0.40775806,0.39979964,0.36155984,0.36155984,0.38970587
mp-1219385,Sm14Au51,Au,Au,False,2.836207226867012,0.40775806,0.39979964,0.36155984,0.36155984,0.38970587
mp-1219385,Sm14Au51,Au,Sm,True,2.9261003143468662,0.4409361,0.40048218,0.4109825,0.4109825,0.4174669
mp-1219385,Sm14Au51,Au,Sm,True,3.1981537463916108,0.44182956,0.40764627,0.40809396,0.40809396,0.41918993
mp-1219385,Sm14Au51,Au,Sm,True,3.1981537463916108,0.44182956,0.40764624,0.408094,0.408094,0.41918993
mp-1219385,Sm14Au51,Au,Sm,True,3.6368490838673484,0.45298484,0.39478737,0.4151135,0.4151135,0.42096195
mp-1219385,Sm14Au51,Au,Au,False,3.934716057651676,0.4039346,0.38443172,0.37476313,0.37476313,0.38770983
mp-1219385,Sm14Au51,Au,Au,False,3.934716057651676,0.4039346,0.38443172,0.37476313,0.37476313,0.38770983
mp-1219385,Sm14Au51,Au,Au,False,2.7749939118988975,0.40997908,0.41315517,0.3566484,0.3566484,0.39326087
mp-1219385,Sm14Au51,Au,Au,False,2.7750701377284153,0.40997723,0.4131524,0.35583973,0.35583973,0.39298978
mp-1219385,Sm14Au51,Au,Au,False,2.815149734215473,0.40867966,0.4113189,0.3595298,0.3595298,0.3931761
mp-1219385,Sm14Au51,Au,Au,False,2.8151497342154737,0.40867966,0.4113189,0.35801077,0.35801077,0.39266977
mp-1219385,Sm14Au51,Au,Au,False,2.8361521548507844,0.40776065,0.3998018,0.3607837,0.3607837,0.38944873
mp-1219385,Sm14Au51,Au,Au,False,2.8361521548507844,0.40776065,0.3998018,0.3607837,0.3607837,0.38944873
mp-1219385,Sm14Au51,Au,Sm,True,2.926037188326556,0.4409381,0.4138527,0.41069716,0.41069716,0.4218293
mp-1219385,Sm14Au51,Au,Sm,True,3.1981780302584513,0.44183013,0.4076479,0.40836957,0.40836957,0.41928253
mp-1219385,Sm14Au51,Au,Sm,True,3.1981780302584513,0.44183013,0.4076479,0.40836957,0.40836957,0.41928253
mp-1219385,Sm14Au51,Au,Sm,True,3.636500224184801,0.45298278,0.40986475,0.41471985,0.41471985,0.4258558
mp-1219385,Sm14Au51,Au,Au,False,3.934814155355421,0.4039327,0.38443917,0.37289172,0.37289172,0.38708785
mp-1219385,Sm14Au51,Au,Au,False,3.934814155355421,0.4039327,0.38443917,0.37361333,0.37361333,0.3873284
mp-1188697,Zr5Ir3,Zr,Zr,False,2.760639485,0.47053716,0.37462795,0.4142896,0.4142896,0.41981825
mp-1188697,Zr5Ir3,Zr,Zr,False,2.760639485,0.47053716,0.37462795,0.4142896,0.4142896,0.41981825
mp-1188697,Zr5Ir3,Zr,Ir,True,2.824334084076082,0.431064,0.36256194,0.34213415,0.34213415,0.37858668
mp-1188697,Zr5Ir3,Zr,Ir,True,2.8243340840760824,0.431064,0.36256194,0.34213418,0.34213418,0.37858668
mp-1188697,Zr5Ir3,Zr,Ir,True,2.8243367403084694,0.431064,0.36251673,0.35499924,0.35499924,0.38286003
mp-1188697,Zr5Ir3,Zr,Ir,True,2.82433674030847,0.431064,0.36251673,0.35499927,0.35499927,0.38286003
mp-1188697,Zr5Ir3,Zr,Ir,True,2.8243408123282716,0.43106395,0.36587796,0.3680355,0.3680355,0.38832578
mp-1188697,Zr5Ir3,Zr,Ir,True,2.8243408123282716,0.43106395,0.36587796,0.36803547,0.36803547,0.38832578
mp-1188697,Zr5Ir3,Zr,Zr,False,3.4011703956424104,0.4716567,0.37744844,0.40670648,0.40670648,0.41860387
mp-1188697,Zr5Ir3,Zr,Zr,False,3.4011703956424117,0.4716567,0.37744844,0.4067065,0.4067065,0.4186039
mp-1188697,Zr5Ir3,Zr,Zr,False,3.401175919403578,0.4716569,0.37744832,0.4058115,0.4058115,0.41830555
mp-1188697,Zr5Ir3,Zr,Zr,False,3.401175919403578,0.4716569,0.37744832,0.4058115,0.4058115,0.41830555
mp-1188697,Zr5Ir3,Zr,Zr,False,2.760639485,0.47053716,0.37772608,0.4105904,0.4105904,0.4196179
mp-1188697,Zr5Ir3,Zr,Zr,False,2.760639485,0.47053716,0.37772608,0.4105904,0.4105904,0.4196179
mp-1188697,Zr5Ir3,Zr,Ir,True,2.824334084076082,0.431064,0.3625167,0.35262632,0.35262632,0.38206902
mp-1188697,Zr5Ir3,Zr,Ir,True,2.8243340840760824,0.431064,0.3625167,0.35262632,0.35262632,0.38206902
mp-1188697,Zr5Ir3,Zr,Ir,True,2.824336740308469,0.431064,0.36256194,0.34004295,0.34004295,0.37788963
mp-1188697,Zr5Ir3,Zr,Ir,True,2.8243367403084694,0.431064,0.36256194,0.34004298,0.34004298,0.37788963
mp-1188697,Zr5Ir3,Zr,Ir,True,2.8243408123282716,0.43106395,0.36587796,0.3656683,0.3656683,0.38753673
mp-1188697,Zr5Ir3,Zr,Ir,True,2.8243408123282716,0.43106395,0.365878,0.3656683,0.3656683,0.38753676
mp-1188697,Zr5Ir3,Zr,Zr,False,3.4011703956424104,0.4716567,0.3774484,0.40413505,0.40413505,0.4177467
mp-1188697,Zr5Ir3,Zr,Zr,False,3.4011703956424117,0.4716567,0.37744844,0.40413505,0.40413505,0.4177467
mp-1188697,Zr5Ir3,Zr,Zr,False,3.401175919403578,0.4716569,0.37744832,0.40503454,0.40503454,0.4180466
mp-1188697,Zr5Ir3,Zr,Zr,False,3.401175919403578,0.4716569,0.37744832,0.40503454,0.40503454,0.4180466
mp-1188697,Zr5Ir3,Zr,Zr,False,2.760639485,0.47053716,0.42421228,0.41128308,0.41128308,0.43534413
mp-1188697,Zr5Ir3,Zr,Zr,False,2.760639485,0.47053716,0.42421228,0.41128308,0.41128308,0.43534413
mp-1188697,Zr5Ir3,Zr,Ir,True,2.824334084076082,0.431064,0.3746348,0.3522469,0.3522469,0.38598192
mp-1188697,Zr5Ir3,Zr,Ir,True,2.8243340840760824,0.431064,0.3746348,0.3522469,0.3522469,0.38598192
mp-1188697,Zr5Ir3,Zr,Ir,True,2.824336740308469,0.431064,0.3773675,0.33949786,0.33949786,0.38264313
mp-1188697,Zr5Ir3,Zr,Ir,True,2.8243367403084694,0.431064,0.3773675,0.3394979,0.3394979,0.38264313
mp-1188697,Zr5Ir3,Zr,Ir,True,2.8243408123282716,0.43106395,0.37438345,0.3668667,0.3668667,0.3907714
mp-1188697,Zr5Ir3,Zr,Ir,True,2.8243408123282716,0.43106395,0.3743835,0.3668667,0.3668667,0.3907714
mp-1188697,Zr5Ir3,Zr,Zr,False,3.40117039564241,0.4716567,0.39670667,0.40298098,0.40298098,0.42378148
mp-1188697,Zr5Ir3,Zr,Zr,False,3.4011703956424117,0.4716567,0.3967067,0.40298098,0.40298098,0.42378148
mp-1188697,Zr5Ir3,Zr,Zr,False,3.4011759194035776,0.4716569,0.39670655,0.40387842,0.40387842,0.4240806
mp-1188697,Zr5Ir3,Zr,Zr,False,3.401175919403578,0.4716569,0.39670655,0.40387842,0.40387842,0.4240806
mp-1188697,Zr5Ir3,Zr,Zr,False,2.760639485,0.47053716,0.4420374,0.4116707,0.4116707,0.44141507
mp-1188697,Zr5Ir3,Zr,Zr,False,2.760639485,0.47053716,0.4420374,0.4116707,0.4116707,0.44141507
mp-1188697,Zr5Ir3,Zr,Ir,True,2.824334084076082,0.431064,0.39935,0.3380295,0.3380295,0.38948116
